state,city,branch,address,latitude,longitude
HARYANA,Tohana,TOHANA,"538/12, FIRST FLOOR, KRISHNA COLONY, NEAR MEHTA HOSPITAL, WARD NO.-12, TOHANA RURAL, TOHANA, DISTT.-FATEHABAD",29.706853,75.905229
HARYANA,Yamunanagar,YAMUNANAGAR,"First Floor, Near PNB Bank, Gobindpuri Road, Professor Colony, Madhu Chowk, Yamuna Nagar",30.14322468,77.30305999
HIMACHAL PRADESH,Baddi,BADDI,"BIG B COMPLEX, SHOP NO. A-13, FIRST FLOOR, ABOVE STATE BANK OF INDIA, HARIPUR-SANDOLI BYPASS ROAD, BADDI, DISTT.-SOLAN",30.933874,76.798609
HIMACHAL PRADESH,Bilaspur-Hp,BILASPUR-HP,"FIRST FLOOR, NEAR RAJ ANJALI CONFERENCE HALL, SHIMLA-MANALI ROAD, VPO-BAMTA, TEH. & DISTT.- BILASPUR",31.355003,76.760905
HIMACHAL PRADESH,Chamba,CHAMBA,"JBM TOWER, FIRST FLOOR, GOVT. COLLEGE ROAD, NEAR BALOO BRIDGE, SULTANPUR, CHAMBA, DISTT.-CHAMBA",32.565132,76.11779
Himachal Pradesh,Darlaghat,Darlaghat,"Khasra no. 744, First Floor, Near PNB Bank, Village Syar, PO. Daralaghat, Tehsil Arki, Dist. Solan",31.2345015,76.927217
HIMACHAL PRADESH,Hamirpur,HAMIRPUR,"FIRST FLOOR, KHASRA NO.-2485, NEAR GLODA HOSPITAL, ROOP NAGAR, WARD NO.-9, UNA-HAMIRPUR ROAD, HAMIRPUR, DISTT.-HAMIRPUR",31.677687,76.52439
HIMACHAL PRADESH,Kangra,KANGRA,"ABOVE AGGARWAL GALARY, FIRST FLOOR, AGGARWAL'S MARKET, NEAR FORTIS HOSPITAL, KHASRA NO.-548,DHARAMSHALA ROAD, VILL.-BIRTA, KANGRA, DISTT.-KANGRA",32.117356,76.283779
HIMACHAL PRADESH,Karsog,KARSOG,"First Floor, Nand Bhawan, Village Sanarli, PO Banthal, Tehsil Karsog, Dist. Mandi",31.4058583,77.2020989
HIMACHAL PRADESH,Kullu,KULLU,"FIRST FLOOR, NEAR SHAMSHI POST OFFICE, BHUNTAR-RAMSHILA ROAD, JAWALA COLONY, VPO-SHAMSHI, TEH.-BHUNTER, KULLU, DISTT.-KULLU",31.894036,77.139456
HIMACHAL PRADESH,Mandi,MANDI,"GROUND FLOOR, OPPOSITE RELIANCE PETROLEUM, NEAR DEV BHUMI HYUNDAI, NH-21, GUTKAR, TEH. & amp; DISTT.-MANDI",31.6552085,76.94485001
Himachal Pradesh,Nurpur,Nurpur,"Khewat no. 96/85, First Floor, Near Auto Mahindra, NH-154, Village Jachh, PO Jassur, Tehsil Nurpur, Dist. Kangra",32.2844465,75.8556783
HIMACHAL PRADESH,Palampur,PALAMPUR,"FIRST FLOOR, KHASRA NO.-422, OPPOSITE ROTARY EYE HOSPITAL, MOHALBANGHIAR,PO-MARANDA(258), PALAMPUR, DIST-KANGRA",32.08226,76.512794
Himachal Pradesh,Paonta Sahib,Paonta Sahib,"First floor, Above Lenskart, ward no. 5,Shamsedpur, NH-72, Paonta Sahib, District Sirmaur-",,
HIMACHAL PRADESH,Rampur Bushahr,Rampur Bushahr,"FIRST FLOOR, KHASRA NO.-2879/152, OPPOSITE BRCC OFFICE, NEAR PATAWAR CIRCLE SINGLE, DAKOLAR ROAD, RAMPUR BUSHAHR, DISTT.-SHIMLA",31.4264607818246,77.6222962291841
Himachal Pradesh,Reckong Peo,Reckong Peo,"First Floor, Near Canara Bank, Pangi Road, VPO Reckong Peo, Tehsil Kalpa, Dist. Kinnaur,",31.54222,78.27614
Himachal Pradesh,Rohru,Rohru,"JD Complex, First Floor, Above Mahindra Auto, Near Raja Ji Park, Rohru, Dist. Shimla",31.198386,77.746702
HIMACHAL PRADESH,Shimla,SHIMLA,"THAKUR NIWAS, SECOND FLOOR, NEAR SRI SANKAT MOCHAN TEMPLE, OPPOSITE HOTEL PINE CONE, KALKA-SHIMLA ROAD, PO-TARA DEVI, TEH.-SHIMLA, SHIMLA URBAN(T), DISTT.-SHIMLA",31.087261,77.140528
HIMACHAL PRADESH,Solan,SOLAN,"KRISHAN COMPLEX, FIRST FLOOR, NEAR MC OFFICE, RAJGARH ROAD, SOLAN, DISTT.-SOLAN",30.907831,77.104026
HIMACHAL PRADESH,Una-Hp,UNA-HP,"1123 & 1124, FIRST FLOOR, ADJOINING JAGAT HOSPITAL, NEAR GOVT. COLLEGE, NANGAL ROAD, UNA, DISTT.-UNA",31.461888,76.280352
JAMMU AND KASHMIR,Kathua,KATHUA,"Ground Floor, Khasra No.107/7, Ward No.-14, Hatli Morh, Village- Chack Shekhan, Kathua, Jammu & Kashmir",32.37986,75.54702
KARNATAKA,Athani,ATHANI,"Laxmi Arcade, 2nd Floor, Nr Laxmi Tyre ,Halyal Road, At Athani Ta :- Athani Di :- Belagavi",16.717557,75.058641
Karnataka,Badami,BADAMI,"Sawalagimath Building, First Floor, Near Kabbalageri Cross, Opp. More Market, Savalaghimath Building, At:- Badami, Ta:-Badami, Dist. Bagalkot",15.92571,75.678327
KARNATAKA,Bagalkot,Bagalkot,"Melligeri Towers, in the comprised in Office No. FF 27, TP No. 48/11/B, First Floor, Block-C, Station Road, Ward No. 10, Ta&Dist-Bagalkot",16.2780762,75.3815362
KARNATAKA,Basavakalyan,BASAVAKALYAN,"BIRADAR COMPLEX, 02ND FLOOR,CMC NO.29/951/2020, SURVEY NO.66,PLOT NO.20, 0PP.SBI BANK, TRIPURANTH, TA :- BASAVAKALYAN",15.038815,76.336895
KARNATAKA,Belgavi,BELGAVI,"F.S PLAZA, OFFICE NO.CTS NO.1049/A2, R.S NO.86/2, SECOND FLOOR, NEAR DATTA MANDIR, KHANPUR ROAD,TILAKWADI BELGAVI & DI & TA, BELGAVI",15.838091,74.507568
KARNATAKA,Bellary,BELLARY,"SRI LAKSHMI NARASIMHA COPLEX, OFFICE NO-CTS, WARD NO.18, SECOND FLOOR, NEAR SAI HOSPITAL, SG COLLEGE ROAD, TA & DISTT-BELLARY",15.152933,76.929672
KARNATAKA,Bidar,BIDAR,"Aadhya Arcade, 2nd Floor, Plot no. 23, CMC no. 8-9-293/1 (N), Gurunagar Colony, Opposite Jheera Function Hall, Near new Bus Stand, Tehsil Bidar, District Bidar",17.923496,77.508432
KARNATAKA,Davanagere,Davanagere,"First Floor, Door No .868/1 & Survey No.211 & 212 ,Ward No.5 ,09th A Division, Shree Shankar Vihar Badavane, P B Road, Davanagere, Distt- Davanagere",14.4710492,75.8979831
KARNATAKA,Gadag,GADAG,"SHRI HUBLIMATH COMPLEX,OFFICE NO. 3, GROUND FLOOR, YAMAHA SHOW ROOM BUILDING, NEW BUS STAND ROAD, AT GADAG, TEHSIL & DIST. :- GADAG",15.421007,75.635953
KARNATAKA,Haveri,Haveri,"Sri Banashankari Complex, Second Floor, Vidya Nagar, P B Road, Near Shiva Shanker Palace, Taluka & Dist-Haveri",14.79608874,75.39478885
KARNATAKA,Hospet,HOSPET,"PARWAZ PLAZA, OFFICE - NA , 03RD FLOOR, NO.11/103,MCA NO.110 ,COLLEGE ROAD, NR JABBAL CIRCLE, TALUKA & DIST :- VIJAYNAGAR (HOSPET / HOSAPETE)",15.27528347,76.38304556
KARNATAKA,Hubballi,HUBBALLI,"OFFICE NO.F2 & F3, FIRST FLOOR, OPPOSITE SBI ZONAL OFFICE,KESHWAPUR, KUSUGAL ROAD, HUBBALLI",15.361434,75.1497
Karnataka,Kalaburagi,Kalaburagi,"Ground Floor, Office Number GF- 05&06, Near Chakkarkatta, Gazipura, Kalaburagi, Tehsil * Distt. Kalaburagi",17.3364934,76.8347945
KARNATAKA,Koppal,Koppal,"Malteshwara Complex, Office No-7A8A, First Floor, Opp. D C Office, Hospet-Hubbali Road, Ta & Di- Koppal",15.348406,76.181394
Karnataka,Manvi,MANVI,"14-4-381/1, 14-4-381/2 & 15-7-519, Manasa Arcade, First Floor, Near Valmiki Circle, Sindhnoor Road, Manvi, Dist. Raichur",15.999259,77.043016
Karnataka,Mysore,MYSORE,"Diya Arcade, 1/A, CH-69, 03rd Floor, Near Fire Brigade Road, Kanthraj URS Road, Saraswathipuram",12.30501,76.635297
Karnataka,Raichur,Raichur,"SLV Tourist Hotel, 2nd floor, H&D No. 1-10-84, At Raichur, Station road, Tehsil & District Raichur",16.1984841,77.3415082
KARNATAKA,Shivamogga,Shivamogga,"Sree Karthik Plaza, Third Floor, Main Road, Gopi Circle, Durgidudi, Taluka & Dist-Shivamogga",13.93453766,75.57223555
Karnataka,Sindhanur,Sindhanur,"Netekal Complex, 1st Floor, Near Basha Tiles, Gangavati Road, Sindhanur, Distt. Raichur, Tehsil Sindhanur",15.755534,76.7512872
KARNATAKA,Vijayapura,Vijayapura,"Sankalp Building, Office No - P3, Second Floor, Solapur Road, Beside Siddeshwa Co Operative Bank Ltd, Vijayapura, Dist- Bijapur(Vijayapura)",16.846639,75.709708
KARNATAKA,Yadgir,Yadgir,"MAHALAXMI COMPLEX, OFFICE NO :- NA. 02ND FLOOR,PLOT NO.13,SURVEY NO.382, CHITTAPUR ROAD, NR RTO OFFICE, TA - YADGIR, DIST:- GULBARGA",16.755493,77.125827
MADHYA PRADESH,Agar,AGAR,"MALWA ARCADE, FIRST FLOOR, CHAWANI SUSNER ROAD, OPP. IDBI BANK, AGAR, DISTT.-AGAR MALWA",23.722209,76.020109
Madhya Pradesh,Alirajpur,ALIRAJPUR,"First Floor, Khasra no. 15, Balaji Complex, Above Nexa Showroom, Village Lakhankot, Near Alirajpur Nagar Nigam, Indore-Baroda Highway Road, Alirajpur",22.299736,74.372234
MADHYA PRADESH,Alot,ALOT,"MAKAN NO.-01/258, FIRST FLOOR, WARD NO.-01, MOHAL STATION ROAD, (MAL GODAM ROAD), ALOT, DISTT.-RATLAM",23.767303,75.543687
MADHYA PRADESH,Anuppur,ANUPPUR,"SB HEIGHTS, GROUND FLOOR, OFFICE NO. B-2, PLOT NO. 138, KHASRA NO. 566/1, WARD NO.-7, NEAR RAILWAY CROSSING, BEHIND GANESH TALKIES, SAMATPUR, ANUPPUR, DISTT.- ANUPPUR",23.11896,81.702113
MADHYA PRADESH,Ashoknagar,Ashoknagar,"Second Floor, Om Bhawan In Plot/House On Survey No.861/1 Min, Patwari Halka No.28, Ward No.7, Rajendra Prasad Ward, Sen Chouraha, Vidisha Bye Pass Road, Dist- Ashok Nagar",24.570103,77.736413
MADHYA PRADESH,Ashta,ASHTA,"MU no.-396, Khasra no.-18/4, 1st Floor, In front of Petrol Pump, Ward no. 18, Bhopal Road, Tehsil Ashta, Dist. Sehore",23.0147719,76.724567
MADHYA PRADESH,Badnagar,BADNAGAR,"194, SHREE JAGANNATH ARCADE, FIRST FLOOR, JAWAHAR MARG, DIVERSION ROAD, BADNAGAR, DISTT.-UJJAIN",23.04272,75.373909
MADHYA PRADESH,Badnawar,BADNAWAR,"GROUND FLOOR, OPP. BSNL TOWER & MID MALWA INSTITUTE, WARD NO.-1, BADNAGAR ROAD, BADI CHAWPATI, BADNAWAR, DISTT.-DHAR",23.022805,75.255449
MADHYA PRADESH,Bagli,Bagli,"First Floor, Plot/House No.2/1 Peki, Patwari Halka No.34, Nemawar Road, Front Of Civil Court, Village Bagali, Tehsil Bagali & Dist-Dewas",22.649378,76.337929
MADHYA PRADESH,Bareli,BARELI,"FIRST FLOOR, H. NO. 85, KASBA-BARELI, NAGAR PANCHAYAT, WARD NO.4, SAKET NAGAR, J. J. ROAD, BARELI, DISTT.-RAISEN",23.007253,78.235859
MADHYA PRADESH,Barwani,BARWANI,"415, FIRST FLOOR, COLLECTOR CHOURAHA, WARD NO.-10, SENGAON BARWANI, OLYMPIC CHOURAHA, BARWANI",22.029834,74.920797
MADHYA PRADESH,Beohari,BEOHARI,"MAKAN NO.-2/111, FIRST FLOOR, KHASRA NO.-153/10/2, WARD NO.-02, MUDARIYA, NEAR M.P.E.B OFFICE, BEOHARI, DIST. SHAHDOL",24.029714,81.378174
MADHYA PRADESH,Betul,BETUL,"GROUND FLOOR, KHASRA NO.-257/23, NH-69, OLD NAGPUR ROAD, BAJPUR, IN FRONT OF MAHARAJA GARAGE, BADORA, BETUL, DISTT.-BETUL",21.887751,77.902122
MADHYA PRADESH,Bhanpura,BHANPURA,"SURVEY NO.1648, PATWARI HALKA NO.10, KASBA BHANPURA, TEHSIL BHANPURA & DIST- MANDSAUR",24.512561,75.752954
MADHYA PRADESH,Bhikangaon,Bhikangaon,"First Floor, Plot No. 187/1 & 188/1, Soni Colony, Bandobast No.-185, Sanawad Road, Bhikangaon, Dist-Khargone",21.867613,75.96116
MADHYA PRADESH,Bhopal,BHOPAL,"âMANYA IMPERIALâ, PLOT NO.-04, FIRST FLOOR, OFFICE NO.-101, INTER STATE BUS TERMINUS (ISBT), HOSHANGABAD ROAD, BHOPAL, DISTT.-BHOPAL",23.230755,77.4428
MADHYA PRADESH,Biaora,BIAORA,"PLOT NO.-9, FIRST FLOOR, WARD NO.-03, SERVEY NO. 138/3/2, OLD A.B. ROAD, NEAR GUNA NAKA, BIAORA, DISTT.-RAJGARH",23.929465,76.914076
MADHYA PRADESH,Burhanpur,BURHANPUR,"GROUND FLOOR, BALAJI NAGAR, AMRAVATI ROAD, NEAR NIMAR HOSPITAL BURHANPUR",21.299516,76.222805
MADHYA PRADESH,Chhatarpur,CHHATARPUR,"NARAYAN PLAZA, KHASRA NO.-3126/1, FIRST FLOOR, OPPOSITE ICICI BANK, JAWAHAR MARG, CHHATARPUR, DISTT.-CHHATARPUR",24.911249,79.582858
MADHYA PRADESH,Chhindwara,CHHINDWARA,"FIRST FLOOR, DHOKE COMPLEX, WARD NO.-45, SANCHAR COLONY, PARASIA ROAD, NEAR PARASIA NAKA, CHHINDWARA, DISTT.-CHHINDWARA",22.063334,78.916391
MADHYA PRADESH,Damoh,DAMOH,"62/6, FIRST FLOOR, CIVIL WARD-8, TANDON BAGICHA, BEHIND STATE BANK OF INDIA, NEAR BUS STAND, DAMOH, DISTT.-DAMOH",23.832415,79.437333
MADHYA PRADESH,Depalpur,DEPALPUR,"PLOT NO.-810, FIRST FLOOR, WARD NO.-08, MAHATMA GANDHI MARG, DEPALPUR, DISTT.-INDORE",22.848478,75.543641
MADHYA PRADESH,Dewas,DEWAS,"FIRST FLOOR, MALWA SHAHNI COMPLEX, ABOVE INDIAN OVERSEASE BANK, INDORE ROAD, DEWAS",22.958672,76.042114
MADHYA PRADESH,Dhamnod,DHAMNOD,"GROUND FLOOR, WARD NO.-15, AB ROAD, NEAR SOMYA VEHICLE, DHAMNOD, TEH:-DHARAMPURI, DISTT.-DHAR",22.204184,75.470694
Madhya Pradesh,Dhamnod Sme,DHAMNOD SME,"Khasra no. 483/1/2, First Floor, Ward No 15, Old AB Road Near by Cool Point, Above Aavas Finance Ltd, Dhamnod, Tehsil Dharampuri, Dist. Dhar-",,
MADHYA PRADESH,Dhar,DHAR,"PLOT NO.-34, FIRST FLOOR, SILVER HILLS COLONY, NAUGAON BUJURG, INDORE-AHMEDABAD ROAD, DHAR, DISTT.-DHAR",22.603964,75.31624
MADHYA PRADESH,Gadarwara,GADARWARA,"First Floor, Beside IIFL office, Mouza- Gadarwara N.B. 119, P.C. no. 18/99 In Front of Government Hospital, Indra Ward, Tehsil- Gadarwara, District Narsinghpur",22.915628,78.782808
MADHYA PRADESH,Ganj Basoda,GANJ BASODA,"PLOT NO 46/1, FIRST FLOOR, WARD NO.-7, VIVEKANAND WARD, BARETH ROAD, GANJ BASODA, DISTT.-VIDISHA",23.860282,77.942068
MADHYA PRADESH,Guna,GUNA,"THIRD FLOOR, AB ROAD, HOUSE NO.-11, PATWARI HALKA NO.75, WARD NO.14 (OLD GALLA MANDI), NAGAR PALIKA GUNA, KRSHI UPAJ MANDI, DIST-GUNA",,
MADHYA PRADESH,Gwalior,GWALIOR,"PLOT NO.-34, PACIFIC TOWER, OFFICE NO.-302, THIRD FLOOR, CITY CENTRE, WARD NO.-30, GWALIOR, DISTT.-GWALIOR",26.2065,78.191135
MADHYA PRADESH,Harda,HARDA,"GROUND FLOOR, PLOT NO.-MIG 11, JAWAHAR LAL NEHRU COLONY, WARD NO.-18, DR. RAJENDRA PRASAD WARD, HARDA, DISTT.-HARDA",22.343609,77.089937
MADHYA PRADESH,Hoshangabad,HOSHANGABAD,"PLOT NO.-4, FIRST FLOOR, INFRONT OF SAHNAI GARDEN, RAGHAV NAGAR FACE-2, RASULIYA, NH-69, HOSHANGABAD, DISTT.-HOSHANGABAD",22.730818,77.724735
MADHYA PRADESH,Indore,INDORE,"BENCHMARK BUSINESS PARK, OFFICE NO.-405, 406, 407, 424, 425, 426 & 427, FOURTH FLOOR, PLOT NO.-A-3, P.U.-4, SCHEME NO.-54, VIJAY NAGAR, INDORE, DISTT.-INDORE",22.754564,75.898448
MADHYA PRADESH,Indore Basant Vihar,INDORE BASANT VIHAR,"VIDHYARAJ ANNEXE, SECOND FLOOR, B-1, BASANT VIHAR, NIRANJANPUR, A.B. ROAD, INDORE, DISTT.-INDORE",22.748302,75.890192
MADHYA PRADESH,Indore Bhawarkua,INDORE BHAWARKUA,"Samiksh Landmark, Shop no. 306, 3rd Floor, Near Rajiv Gandhi Square, Bhawarkuan, Indore",22.6785496,75.8488716
MADHYA PRADESH,Indore Vijaynagar,INDORE VIJAYNAGAR,"FIRST FLOOR, UNIT NO.-108, VIKRAM URBANE, BEHIND SAYAJI HOTEL, VIJAY NAGAR, INDORE, DISTT.-INDORE",22.748302,75.890192
MADHYA PRADESH,Jabalpur,JABALPUR,"PLOT NO. 1001, SCHEME NO. 11, GAJANAN SOCIETY, MR4 ROAD, VIVEKANAND WARD, JABALPUR, DISTT.-JABALPUR",23.171236,79.910053
MADHYA PRADESH,Jaora,JAORA,"PLOT NO. 7 & 8, FIRST FLOOR, NEAR HONDA SHOWROOM, MHOW-NEEMUCH ROAD, GRAM?BANNAKHEDA, JAORA, DISTT.-RATLAM",23.633888,75.114358
MADHYA PRADESH,Jhabua,JHABUA,"SHOP NO.-107, FIRST FLOOR, SARDAR PATEL MARG, JHABUA, DISTT.- JHABUA",22.765134,74.599885
MADHYA PRADESH,Karond Mandi,KAROND MANDI,"FIRST FLOOR, HAJI J.K MANJIL NEW JAIL ROAD KAROND BHOPAL, DIST-BHOPAL",23.302831,77.400076
MADHYA PRADESH,Katni,KATNI,"FIRST FLOOR, MADHUVAN COMPLEX, ABOVE SBI EVENING BRANCH, NH-7, JABALPUR ROAD, BARGAWAN, KATNI, DISTT.-KATNI",23.82317,80.383147
MADHYA PRADESH,Khandwa,KHANDWA,"SECOND FLOOR, PLOT NO.4/1, SOHRAB MARG, WARD NO.11, PANDHANA ROAD, BESIDE HYUNDAI SHOW ROOM, KHANDWA",21.824752,76.340773
MADHYA PRADESH,Khargone,KHARGONE,"FIRST FLOOR, PHASE-1, MAYA DEVIKA COMPLEX, BISTAN ROAD, KHARGONE",21.831673,75.61276
MADHYA PRADESH,Khategaon,KHATEGAON,"FIRST FLOOR, WARD NO.-5, NARMADA MARG, KHATEGOAN, DISTT.-DEWAS",22.595078,76.907737
MADHYA PRADESH,Kukshi,KUKSHI,"INDRAPRASTHA TOWER, GROUND FLOOR, SHOP NO.-9, OPPOSITE TATA MOTORS, BARWANI BYPASS ROAD, KUKSHI, DISTT.-DHAR",22.195362,74.75954
MADHYA PRADESH,Maihar,MAIHAR,"PANDEY COMPLEX, GROUND FLOOR, WARD NO.-15, REWA ROAD, MAIHAR, DISTT.-SATNA",24.259532,80.770353
MADHYA PRADESH,Manasa,MANASA,"PLOT NO.-261, LAXMI NARAYAN PLAZA, FIRST FLOOR, OPP. BSNL, ABOVE CANARA BANK, NEEMUCH-JHALAWAR ROAD, MANASA, DISTT.-NEEMUCH",24.472678,75.14307
MADHYA PRADESH,Mandideep,MANDIDEEP,"PLOT NO.-202, SECOND FLOOR, WARD NO.-11, INDRA NAGAR, MANDIDEEP, DISTT.-RAISEN",23.097156,77.516639
MADHYA PRADESH,Mandla,MANDLA,"Ashriwad Bhawan, First Floor, Above Canara Bank, Tilak Ward Nehru Smarak, Raipur Road, Mandla, Distt- Mandla",22.60456,80.365327
MADHYA PRADESH,Mandsaur,MANDSAUR,"PLOT NO.-09, FIRST FLOOR, CHANDAN MARKET, ABOVE YES BANK, STATION ROAD, MANDSAUR, DISTT.- MANDSAUR",24.074133,75.075236
MADHYA PRADESH,Mauganj,MAUGANJ,"GROUND FLOOR, SONI COMPLEX, NEAR MADHYANCHAL GRAMIN BANK, MIRJAPUR ROAD, NH-7, MAUGANJ, TEHSIL-MAUGANJ, DISTT.-REWA",24.67255,81.861414
MADHYA PRADESH,Multai,MULTAI,"FIRST FLOOR, KHASRA NO.-207, AMBEDKAR WARD-13, BETUL-NAGPUR ROAD, MULTAI, DISTT.-BETUL",21.782308,78.252321
MADHYA PRADESH,Nagda,Nagda,"Plot No.57, Ward No.12, Jawahar Marg, Tehsil&Dist- Nagda",23.456175,75.416349
MADHYA PRADESH,Narsinghpur,NARSINGHPUR,"FIRST FLOOR, NEAR BHAGAT SINGH WARD, ABOVE SYNDICATE BANK, BAHRI ROAD, KANDELI, NURSINGHPUR, DISTT.-NURSINGHPUR",22.950274,79.197229
MADHYA PRADESH,Nasrullaganj,NASRULLAGANJ,"DUDI COMPLEX, FIRST FLOOR, KHASRA NO. 165/3/1/1, SHOP NO. 101 AND 102, DURGA MANDIR CHOURAHA, NASRULLAGANJ, DISTT.-SEHORE",22.685187,77.271126
MADHYA PRADESH,Neemuch,NEEMUCH,"FIRST FLOOR, ANANTA TOWER, MHOW ROAD, NEAR NEXA SHOWROOM, NEEMUCH",24.467208,74.868735
MADHYA PRADESH,Pachore,PACHORE,"GROUND FLOOR, ANAND NAGAR COLONY, WARD NO.-4, P. H . NO.-16, A. B. ROAD, PACHORE, DISTT.-RAJGARH",23.724628,76.740487
MADHYA PRADESH,Pandhurna,PANDHURNA,"PLOT NO.-120, SHOP NO.-9 & 10, GURUNANAK WARD, ABOVE UNION BANK OF INDIA, AMRAVATI ROAD, PANDHURNA, DISTT.-CHHINDWARA",21.59333,78.523111
MADHYA PRADESH,Panna,PANNA,"First Floor, House No. 219, Jagat Chowky, In Front of Science College, Village Mohan Purva, Dist. Panna",24.7013733,80.1799224
MADHYA PRADESH,Pithampur,PITHAMPUR,"PLOT NO.-35, FIRST FLOOR, NEAR CHATRA CHAYA COLONY, RAM RATAN PATEL NAGAR, WARD NO.-7, MHOW-NEEMUCH ROAD, PITHAMPUR, DISTT.-DHAR",22.605053,75.686573
MADHYA PRADESH,Raisen,RAISEN,"KHASRA NO.-4/12, FIRST FLOOR, NEAR M.P.E.B. NAGAR COLONY, OPP. CETRAL BANK OF INDIA, ARJUN NAGAR, SAGAR ROAD, RAISEN, DISTT.-RAISEN",23.330083,77.793114
MADHYA PRADESH,Rajgarh-Mp,Rajgarh-Mp,"Plot No 73/16, Situated At First Floor, Ward No.06, Chandrashekhar Marg, Tehsil& Dis Rajgad(Dhar)",23.676757,76.947356
MADHYA PRADESH,Ratlam,RATLAM,"First Floor, Railway Station Road, Freeganj, Ratlam",23.0317606,72.9294125
MADHYA PRADESH,Rewa,REWA,"Ashirwad Complex, Dr. Adarsh Awasthi Line, Third floor, Above SBI Regional Office, Near Geeta Jyoti School Campus, Urrahat, Rewa",26.9091397,75.8185984
MADHYA PRADESH,Sagar,SAGAR,"Survey no. 159/8, 159/9, 159/10 (New Number 159/62), First Floor, Patwari halka No. 72, Village Makroniya Bujurg, Jabalpur road, Tehsil & District Sagar",23.833587,78.757489
MADHYA PRADESH,Sanawad,SANAWAD,"PLOT NO.-51, GROUND FLOOR, WARD NO.-16, GOSWAMI TULSIDAS ROAD, SANAWAD, DISTT.-KHARGONE",22.179586,76.070196
MADHYA PRADESH,Satna,SATNA,"SECOND FLOOR, NEAR OLD MAHATMA GANDHI COLLEGE, PANNA ROAD SOUTH, PATERI, SATNA, DISTT.-SATNA",24.575623,80.808974
MADHYA PRADESH,Sehore,SEHORE,"GROUND FLOOR, KHASRA NO. 439/3, SEKHDA KHEDI ROAD, CHAVANI, SEHORE, DISTT.-SEHORE",23.198668,77.088032
MADHYA PRADESH,Sendhwa,SENDHWA,"GROUND FLOOR, OLD AB ROAD NEAR INCOME TAX OFFICE, SENDHWA, DISTT.-BARWANI",21.679026,75.091663
MADHYA PRADESH,Seoni,SEONI,"FIRST FLOOR, BHARGAVA BHAWAN, INFRONT OF TILAK SCHOOL, CHHINDWARA CHOWK, SEONI, DISTT.-SEONI",22.076921,79.543983
MADHYA PRADESH,Shahdol,SHAHDOL,"PLOT NO.-25, FIRST FLOOR, NEAR BUS STAND, BALPURVA COLONY, BUDRAR ROAD, SHAHDOL, DISTT.-SHAHDOL",23.301447,81.371202
MADHYA PRADESH,Shajapur,SHAJAPUR,"FIRST FLOOR, IRRIGATION COLONY, NH-3, A B ROAD, SHAJAPUR, DISTT.-SHAJAPUR",23.421659,76.286254
MADHYA PRADESH,Shamgarh,SHAMGARH,"FIRST FLOOR, DIMPLE CHOURAHA, GAROTH ROAD, SHAMGARH, DIST-MANDSAUR",24.193943,75.632685
MADHYA PRADESH,Sheopur,SHEOPUR,"GULABRAM HEIGHTS, FIRST FLOOR, OPPOSITE NURSERY, NEAR CANAL, PALI ROAD, SHEOPUR, DISTT.-SHEOPUR",25.683809,76.690016
MADHYA PRADESH,Shivpuri,SHIVPURI,"JAI BHILARI BUILDING, SECOND FLOOR, NEAR KALI MATA TEMPLE, SHIV SAGAR COLONY, WARD NO.-37, KALARBAGH, AB ROAD, SHIVPURI, DISTT.-SHIVPURI",25.435711,77.660701
MADHYA PRADESH,Shujalpur,SHUJALPUR,"FIRST FLOOR, GANDHI COLONY MG ROAD, INFRONT OF SDM BANGLAW, SHUJALPUR",23.386111,76.718369
MADHYA PRADESH,Singoli,SINGOLI,"SHOP NO.-106 AND 107, FIRST FLOOR, OPPOSITE DHAKAD COMPLEX, WARD NO.-01, CHITTORGARH MAIN ROAD, SINGOLI, DISTT.-NEEMUCH",24.969959,75.286208
MADHYA PRADESH,Sitamau,Sitamau,"Plot/House No.8/1, On Survey No.140/5 Peki, Ward No.01, Behind Sethia Hospital, Ghundia Bagh, Gaw Shala Road, Kasba Sitamau, Tehsil Sitamau, Dist.- Mandsaur",24.013258,75.349298
Madhya Pradesh,Tikamgarh,Tikamgarh,"Khasra no. 1511, First Floor, In Front of Arena Maruti Suzuki Showroom, Ward No. 27, Near New Bus Stand, Chhatarpur Road",24.753435,78.85789
MADHYA PRADESH,Ujjain,UJJAIN,"A-6/3, FIRST FLOOR, MAHAKAL VINIJAK KENDRA, NEAR HOTEL SUDDH SHREE, UJJAIN, DISTT.-UJJAIN",23.157069,75.790414
MADHYA PRADESH,Umaria,UMARIA,"PLOT NO.-298/750, FIRST FLOOR, WARD NO.-9, ARJUN NAGAR, KHALESAR NAKA, UMARIA, DISTT.-UMARIA-484661 (MADHYA PRADESH)",23.521071,80.845823
MADHYA PRADESH,Vidisha,VIDISHA,"THIRD FLOOR, GAURAV BUSINESS SQUARE, WARD NO.-8, SANCHI ROAD, VIDISHA, DISTT.-VIDISHA",23.519593,77.799306
MAHARASHTRA,Ahmednagar,AHMEDNAGAR,"OFFICE NO.-207, SECOND FLOOR, NEAR DAULE HOSPITAL, BEHIND ICICI BANK, SAVEDI, AHMEDNAGAR",19.121677,74.728016
MAHARASHTRA,Akola,AKOLA,"PLOT NO.-02, YAMUNA TARAG COMPLEX, UNIT NO.-33, FIRST FLOOR, MURTIZAPUR ROAD, UMARKHED, AKOLA, DISTT.-AKOLA",20.699027,77.01505
