State,City,Branch,Address,Latitude,Longitude,Pincode,api_pincode
Madhya Pradesh,Harda,HARDA,"Office No.- 02, 1st Floor, Shri Vishal Plaza, Above YES Bank ,Near Pratap Talkies, Harda, M.P. 461331",22.341537,77.089861,461331,
Madhya Pradesh,Hosangabad,HOSANGABAD,"1st Floor, Near Fouzdar Petrol Pump,Itarsi road,NH-69,Rasuliya,Hoshangabad (M.P.)-461001",22.744364,77.719089,461001,
Madhya Pradesh,Indore,INDORE,"Office No. 303 3rd  Floor, The Grace, Plot No. 1 & 2, Kibe Compound, Madhumilan Sqaure, Indore, Madhya Pradesh 452001",22.713761,75.874269,452001,
Madhya Pradesh,Indore-annapurna-road,INDORE ANNAPURNA ROAD,"07,Vishal Nagar, Beside Narmada Jhabua Gramin Bank, Annapurna Road, Indore, MP- 452009",22.677415,75.833836,452009,
Madhya Pradesh,INDORE,INDORE VIJAY NAGAR,"EC-70 (NEW ROAD), SCHEME NO 94 C , 1ST FLOOR, NEAR BOMBAY HOSPITAL, RING ROAD",22.7246302,75.7999609,,452005
Madhya Pradesh,ITARSI,ITARSI,"Ward No-11, Indira Colony, GROUND FLOOR, LIG-46, Zone-1, Itarsi, Madhya Pradesh 461111",22.6171822,77.7692459,461111,
Madhya Pradesh,Jabalpur,JABALPUR,"3rd Floor,Digamber Tower,Near Chanchala Bai Collage,Wright Town,Jabalpur-482001",23.167679,79.926869,482001,
Madhya Pradesh,Katni,KATNI,"1st Floor, Above Mira Stores, Opposite Shri hospital, bargawa, Katni, MP- 483501",23.829572,80.387684,483501,
Madhya Pradesh,Khandwa,KHANDWA,"Murlidhar Business Park. Block-D. 2nd Floor. Shop No. 202. City Khandwa. Tehsil & Dist-Khandwa. Upper Zudio, Mansingka Tiraha; Pandhana Road Khandwa 450001. Madhya Pradesh",21.823321,76.345169,450001,
Madhya Pradesh,Khargone,KHARGONE,"MAYA DEVI COMPLEX, PHASE-1, 1st FLOOR, SHOP NO 04, KHARGONE- M.P 451001",21.8156106,75.6171889,451001,
Madhya Pradesh,Manasa,MANASA,"Shop No. 10 Laxminarayan Plaza Ground Floor Infront Of  BSNL office Manasa, M.P. - 458110",24.473361,75.143086,458110,
Madhya Pradesh,Dhar,Manawar,"Ground Floor , WARD NO 14, MAA SEVA, Singhana Rd, behind SARDAR PATEL SCHOOL, Manawar, Madhya Pradesh - 454446",22.231642,75.0835468,454446,
Madhya Pradesh,MANDLA,MANDLA,"1ST FLOOR, PLOT NO 7/35, TILAK WARD, MANDLA, MADHYA PRADESH - 481661",22.5986947,80.37137089,481661,
Madhya Pradesh,Mandsaur,MANDSAUR,"Plot No. 164, 1st Floor, Opp. Herbal Garden Gandhi Market, Near National Insurance, Mhow-Neemuch Road, Mandsaur - 458002",24.070284,75.072139,458002,
Madhya Pradesh,NAGDA,NAGDA,"Agrawal Building 116/A, 1st Floor, Kota Fatak, Near ICIC Bank , Ujjain Road, Nagda MP - 456335",23.45469,75.428886,456335,
Madhya Pradesh,Neemuch,NEEMUCH,"Plot No.51  First floor 14/3 Vikash Nagar lic road, Near Suzuki showroom Neemuch-458441",24.467272,74.868696,458441,
Madhya Pradesh,PANDHURNA,PANDHURNA,"First Floor, Plot No. 237, In Front of Shah H.P. Petrol Pump, PND Nagpur Road, Rani Durgawati Ward No. 24, Pandhurna, Distt. Chhindwara, Pandhurna, Madhya Pradesh 480334",21.5903886,78.5358322,480334,
Madhya Pradesh,Pipariya,PIPARIYA,"GROUND FLOOR, INDRA PALIWAL HOUSE, MAHARANA PRATAP WARD,INFRONT OF PATHAK CHAWL, SANDIYA ROAD, SBI ATM, PIPARIYA-M.P. 461775",22.7615113,78.3531822,461775,
Madhya Pradesh,Pithampur,PITHAMPUR,"Office No.- 5, 1st Floor, Indrasan Tower, Sector. No.- 1, Mhow-Neemuch Road, Pithampur, District ? Dhar, MP- 454774",22.606731,75.685939,454774,
Madhya Pradesh,RAJGARH,RAJGARH,"WARD NO-15, 1st Floor , H.NO-7/820, PLOT NO-23/24, BY PASS ROAD, ZONE -1, Rajgarh, Madhya Pradesh 465661",24.0025899,74.7218818,465661,
Madhya Pradesh,Ratlam,RATLAM,"1st Floor,Plot No.18, Near Dat Ki Puliya, Opp. DRM Office, DO Batti, Ratlam,MP-457001.",23.334801,75.045636,457001,
Madhya Pradesh,Rewa,REWA,"1st Floor, P-9, Above Union Bank of India , Satna Road, NH-7, Dhekaha, Rewa, Madhya Pradesh 486001",24.5433123,81.2732423,486001,
Madhya Pradesh,Sagar,SAGAR,"1st Floor, Beside HDFC Bank, Jabalpur Road, Sadbhavana Nagar, Makronia Sagar (M.P) - 470004",23.854443,78.794181,470004,
Madhya Pradesh,Sanawad,SANAWAD,"Ward No. 02, Station Road, Beside Gurudwara, Sanawad, MP -451111",22.174687,76.074483,451111,
Madhya Pradesh,Satna,SATNA,"2nd Floor, N K Chambers, Opposite Agarwal Tractors, Panna Naka, Satna-485001 M.P.",24.575827,80.814772,485001,
Madhya Pradesh,Sehore,SEHORE,"Shop No. 11 & 12, Upper Floor,Tamrakar Super Market,Ganga Ashram, Sehore, M.P. -466001",23.198159,77.08478,466001,
Madhya Pradesh,Seoni,SEONI,"1st Floor,Plot No. 64/2, Beside LIC Office, Above Kalyani Coffee House, Jabalpur Road, Seoni, MP- 480661",22.098088,79.548767,480661,
Madhya Pradesh,Shahdol,SHAHDOL,"1st Floor, 136, Ward No.18, Rama Bai Chowk, Shahdol",23.296266,81.376042,,484001
Madhya Pradesh,Singrauli,SINGRAULI,"487 , Ground Floor, Main road, Below Mahendra Finance , Waidhan, District- Singrauli, Madhya Pradesh - 486886",24.072812,82.618484,486886,
Madhya Pradesh,TIKAMGARH,TIKAMGARH,"PLOT NO. 39,GROUND FLOOR, WARD NO 18, OLD SHAHAR JHANSI ROAD, TIKAMGARH, MADHYA PRADESH - 472001",24.7636871,78.6936518,472001,
Madhya Pradesh,Ujjain,UJJAIN,"1st Floor, Khanna Opticals, Opp. Narang Complex, Freeganj, Ujjian-456010(MP)",23.17841,75.791591,456010,
Madhya Pradesh,Vidisha,VIDISHA,"Gourav Business Square, Above MRF Show Room, 2nd Floor, Sanchi Road, Near Manohar Talkies, Vidhisha-464001 MP",23.519701,77.799401,464001,
Maharashtra,Ahmednagar,AHMEDNAGAR,"Office No-8 ,1st Floor,AMARDEEP COMPLEX,Above Laptop Bazaar,Sarjepura, Ahmednagar-414001",19.1037578,74.7369461,414001,
Maharashtra,Akola,AKOLA,"1st Floor, Unit No 34 & 36, Yamuna Tarang Complex, Amravati Road, Akola Maharas, Maharashtra 444001",20.698884032028,77.012811941397,444001,
MAHARASHTRA,Amaravati,AMARAVATI,"Vimaco Tower, 2nd Floor, Near Usmania Masjid,Bus stand Road, Amravati-444601",20.9297926,77.7589845,444601,
MAHARASHTRA,Aurangabad,AURANGABAD,"Office No.3,1st Floor,Decent Enclave ,Opp.More Mall,Dargha Road,Aurangabad, Maharashtra -431005",19.8615596,75.3354977,431005,
Maharashtra,AURANGABAD,AURANGABAD AJINKYA PLAZA,"AJINKYA PLAZA, Ist FLOOR, GUT NO 107 &108 PLOT NO. 18(P),19,20,21,SATARA PARISAR, ABOVE HDFC BANK,BEED BYPASS ROAD, AURANGABAD - 431105 ",23.3240754,73.8613341,431105,
Maharashtra,Badlapur,BADLAPUR,"RAGHUNANDAN APARTMENT,103,FIRST FLOOR,KATRAP CHOWK,AMBERNAT-BADLAPUR MIDC HIGHWAY,BADLAPUR (EAST)421503.",19.168248,73.230092,421503,
Maharashtra,PUNE,BANER,"Second Floor , ARIA TOWER, 2ND FLOOR, OFFICE NO.201, ABOVE PANJAB NATIONAL BANK, BANER- MAHALUNGE ROAD, BANER,PUNE. MAHARASHTRA-411045",18.5645584,73.774862,411045,
MAHARASHTRA,Baramati,BARAMATI,"Abhinkur Building, Mezzanine Floor, Plot No 12, Sr. No 40/3/A/1, Nira Road, Kasba , Baramati, Dist-Pune , Maharastra – 413102",18.1440935,74.5313178,413102,
MAHARASHTRA,Belapur,BELAPUR,"Casablanca , Office No. 305, 3rd Floor, Sector II, C.B.D. Navi Mumbai, Belapur-400614, Maharastra",19.015858,73.0393795,400614,
Maharashtra,Bhandaraa,BHANDARA,"Shop/office No.301, Katakwar Building, 3rd floor, Main Road, Station Road, near Jalaram Mange Karyalaya, Bhandara, Maharashtra 441904",21.173877,79.6562597,441904,
MAHARASHTRA,Boisar,BOISAR,"SHOP NO. 236B,259B & B237,B258, 2ND FLOOR, OSTWAL EMPIRE, ARIHANT E-TYPE, TAL-DIST- PALGHAR-BOISAR, MAHARASHTRA-401501",19.799761,72.758794,401501,
MAHARASHTRA,Borivali,BORIVALI,"No. III, BEARING C, OFFICE NO-2, 2ND FLOOR, FORTUNE AVIRAHI, A-WING, JAMBHLI GULLY, BORIVALI WEST, 104A OF, TPS Rd, near JAIN TEMPLE, Borivali, Maharashtra 400092",19.226494204296,72.853361553451,400092,
Maharashtra,Chakan,CHAKAN,"3rd Floor, A-Wing, Office no - 301,Ghanwat Plaza, Talegaon-Chakan Rd, Chakan, Maharashtra 410501",18.756898,73.85911,410501,
MAHARASHTRA,Chandrapur,CHANDRAPUR,"1st Floor, Yergude Complex, Above Yergude Bichayat Kendra, Opposite Anjikar Automobiles, Bapat Nagar, Chandrapur.  442402",19.975445,79.284111,442402,
Maharashtra,Chiplun,CHIPLUN,"Ramkrishna,1st Floor, Office No.001, Chiplun Karad Road, Markandi, Chiplun-415605, Maharashtra",17.526083,73.525728,415605,
Maharashtra,Dhule,DHULE,"Office No.111, First Floor, Kai. Abasaheb R. R. Patil, Vyapari Sankul, Parola Road, Dhule 424001 (Maharashtra)",20.90257,74.779353,424001,
MAHARASHTRA,Hadapsar,HADAPSAR,"Mate Hights, 2nd floor, Office no. 201-202, sr. no.- 15/12/3, Above Canara Bank, Magarpatta Road, Hadapsar- Pune- 411028",18.504496,73.92647,411028,
MAHARASHTRA,Hinjawadi,HINJAWADI,"Office No. 104, 1st Floor, Sanskriti Arcade, Near PCMC School, Kaspate Vasti, Wakad, Hinjawadi, Pune -411057, Maharastra, India",18.5950293,73.7741757,411057,
MAHARASHTRA,Jalgaon,JALGAON,"SHOBHA SMRUTI, 1ST FLOOR, 100 FEET MAIN ADHARSH NAGAR ROAD, ABOVE ICICI BANK, JALGAON-425002, MAHARASTRA",21.01148,75.567942,425002,
Maharashtra,Kalyan,KALYAN,"Shop No 3, Ground floor, Aricia Altis, Agra Rd, near patri pool, near Sanai banquets, Bhanunagar Kalyan(West), Bail Bazar, Bhoiwada",19.2354728,73.1163174,,421301
Maharashtra,KALYAN,KALYAN VALLIPEER ROAD,"C J, JOSHI COMPLEX HS LTD, OFFICE NO. 202, 2ND FLOOR, VALLIPEER ROAD, OPP, KALAYAN RAIWALY STATION, ABOVE FEDRAL BANK, KALYAN, MAHARASTRA 421301",19.2357427,73.1295224,421301,
Maharashtra,Karad,KARAD,"Office No F-5,Laxmi Madhav Trade Center, First Floor, Opp Bus Stand Next To Alankar Hotel, Shanwar Peth, Karad, Maharashtra, India 415110",17.2834058,74.1815516,415110,
Maharashtra,Karjat,KARJAT,"Office No. 102, Shivkrupa CHS, Opposite Sunil Chikki,old court road, Karjat (West)",18.910602,73.322873,,410201
Maharashtra,Kharadi,KHARADI,"1st Floor, Office No.101 & 102, Above IDBI Bank, Sr. No.5/2/2/1/, Kharadi Mudhwa Bypass,Gold Crest, Pune-411014",18.549511,73.942847,411014,
MAHARASHTRA,Kolhapur,KOLHAPUR,"Shop No. 109,1st Floor, REVOLUTION, E- Ward, Kolhapur Station Rd, New Shahupuri, Kolhapur, Maharashtra 416001",16.70499,74.242793,416001,
Maharashtra,Latur,LATUR,"Office No. 202, 2nd Floor, Sonavna Tower, Main Road, Mini Market Chowk, Above Bank Of Maharashtra, Latur-413512",18.39882,76.575684,413512,
MAHARASHTRA,MAHAD,MAHAD,"MADHYAMA TRI CITY,A WING,1ST FLOOR,OFFICE NO.16,NEAR CHAVDARTALE,DONGRI POOL,MAHAD,DIST - RAIGAD MAHARASHTRA - 402301",18.080215,73.419552,402301,
Maharashtra,Mumbai,MUMBAI,"D-313, 3rd Floor, Kanakia Zillion, Junction of CST and LBS Road, Kurla West, Mumbai - 400070",19.075416,72.87662,400070,
MAHARASHTRA,Nagpur,NAGPUR,"2nd Floor,Swami Sadan,Jhanda Chowk,Dharmpeth,Near Joshi Uphar Gruh,Nagpur,Maharashtra",21.141662,79.064652,,440010
MAHARASHTRA,Nagpur-besa-road,NAGPUR BESA ROAD,"Shop No.204, 2nd Floor, Shanti Heights, Shanti Park,Above SBI Bank,Manish Nagar, Besa Road,Nagpur-440037, Maharashtra",21.088263,79.081108,440037,
Maharashtra,NANDED,NANDED,"MILLENNIUM TOWER, OFFICE NO. 302, 3RD FLOOR, NANDED MALEGAON ROAD, NANDED , MAHARASTRA -431605",19.1871676,76.3002658,431605,
MAHARASHTRA,Nasik,NASIK,"Midas Tower, 1st Floor, At Survey Number 717/1B/2B, Final Plot No. 459, College Road, TP Scheme No. II, Village, Nashik -425002, Maharashtra",19.984491,73.782902,425002,
Maharashtra,Panvel,PANVEL,"Neelkant Landmark,5th Floor,Office No.502,Behind Orion Mall,Near ST Stand,Old Panvel -410206",18.994548,73.116124,410206,
Maharashtra,Pen,PEN,"Mhatre Bhuvan,2nd Floor, Office No.4, Chinchpada Road, Near Urdu School, oppt. Trimurti Adhar Hospital, Near Alishan Super Market, At post Taluka-PEN-Dist- Raigad-402107- Maharashtra",18.733453,73.092681,402107,
MAHARASHTRA,Pimpri,PIMPRI,"Office No. 2/22, Ground Floor, Mahalaxmi Height, Morwadi, Near Bank of Maharashtra, Pimpri, Pune - 411018",18.632325,73.801491,411018,
MAHARASHTRA,Pune,PUNE,"Office No.201, Atharva Plaza, 2nd Floor, Pune Satara Road, Dhankawadi, Pune-411043",18.47019386,73.85716248,411043,
Maharashtra,Ratnagiri,RATNAGIRI,"106, 1st Floor, Arihant Space Center, Maruti Mandir Circle, Near Lotlikar Hospital, Ratnagiri -415612",16.991099,73.3147349,415612,
MAHARASHTRA,Sangli,SANGLI,"Stilt Floor, Shivratan Apartment, Shop No. M-1, College Corner, Sangli, Maharashtra 416416.",16.862286,74.576084,416416,
MAHARASHTRA,Satara,SATARA,"OFFICE NO.7,2ND FLOOR,ADARSH CORNER,SR.NO.287/1 TO 7/6, PLOT NO. 3 OF FINAL PLOT NO.12,RADHIKA ROAD,OPP. HOTEL RAJTARA,KARANJE SATARA-415001",17.690942,73.998989,415001,
Maharashtra,Shirur,SHIRUR,"OFFICE NO.103,1ST FLOOR, SAI BUSINESS COURT, SURAJNAGR, SHIRUR, TAL-SHIRUR, DIST-PUNE ,MAHARASHTRA- 412210",18.5904807,73.9972394,412210,
Maharashtra,Pune,SHIVAJI NAGAR PUNE,"Office No. 702, 7th floor, Kohinoor B zone, metro station, opposite to Shivaji nagar, Narveer Tanaji Wadi, Shivajinagar, Pune, Maharashtra 411005",18.533672,73.852739,411005,
MAHARASHTRA,Shrirampur,SHRIRAMPUR,"AARIHANT TOWER, 1ST FLOOR, OFFICE NO 1, BELAPUR ROAD, SHRIRAMPUR, MAHARASTRA-413709",19.615303,74.657397,413709,
MAHARASHTRA,Solapur,SOLAPUR,"2nd Floor, ‘Saraswati Height’,Plot No. 5, Narsinh Nagar, Opp. D-Mart, Jule Solapur, Solapur-413008",17.634569,75.913694,413008,
MAHARASHTRA,Thane,THANE,"1st Floor, A.D.J. Residency, Royal House, Behind Wood Mall, LBS Marg, Thane (W) Maharashtra 400601",19.185265,72.958743,400601,
MAHARASHTRA,Titwala,TITWALA,"Shop/office No. 101,UMA DEEP,Ganesh Mandir Road, Titwala -421605, Maharashtra",19.299396,73.219165,421605,
Maharashtra,Vasai,VASAI,"B-204 to 207,Royal Shopping Center, Ambadi Road, Vasai West, Thane ,Maharashtra - 401202",19.385967,72.826812,401202,
Maharashtra,VASAI,VASAI AMBADI ROAD,"Flat No. A2, Second Floor, Sai Tower CHS Ltd., Ambadi Road, Vasai, Maharashtra 401202",19.3854303,72.826764,401202,
Maharashtra,Virar,VIRAR,"Office No.3 &4,3rd Floor,Viva-Gokul Arcade,Virar,Mumbai, Maharashtra 401305 ",19.447542,72.800949,401305,
Maharashtra,Wagholi,WAGHOLI,"Office No. A-214, 2nd Floor, Oxy Primo, A Wing, G.NO. 559/1, BAKORI PHATA , WAGHOLI, Maharashtra -412207",18.590303,73.997459,412207,
MAHARASHTRA,Wardha,WARDHA," 1ST FLOOR, MANGALAM BUILDING, INFRONT OF SHIVA VAIBHAV MANGAL KARYALAY, GANDHI NAGAR, BACHLOR RODA, WARDHA-442001, MAHARASHTRA",20.7517211,78.5999401,442001,
Maharashtra,Washim,WASHIM,"Shop No-30, Patni Commercial Complex, Risod Naka Road, Washim, Maharashtra 444505",20.109965,77.127161,444505,
MAHARASHTRA,Yavatmal,YAVATMAL,"Pride Plaza, Shop No. 3 & 4, 1st floor, Main Road Civil Lane, Poonam Chowk, Yavatmal-445001",20.3935795,78.1291832,445001,
Odisha,BARGARH,BARGARH,"1st Floor, Khata No 2414/5432, NH-06, Bhatli Rd, Near Kishore Nursing home, above Mannapuram Gold Loan, Bargarh, Odisha 768028",21.3430841,83.6098516,768028,
ODISHA,Berhampur,BERHAMPUR,"First Floor, Khodasingi Main Road, Near Indian Oil Petrol Pump, Berhampur, Odisha - 760010",19.31118,84.83432,760010,
ODISHA,BHUBANESHWAR,BHUBANESHWAR,"N5/123, First Floor, Jaydev Vihar, Near Biju Pattnaik College, Bhubaneshwar, Odisha 751015",751015,85.81664,751015,
Odisha,Cuttack,CUTTACK,"Plot No. 1035/1159, First Floor, Near Axis Bank, Jagatpur,",20.4948937,85.9335854,,754021
Odisha,JAJPUR,JAJPUR,"1st Floor, Office No. 01, Plot No. 636, Biswal Building NH-215, Near Dev Plaza, Jajpur, Odisha 755019",20.9395311,86.1533103,755019,
Odisha,PURI,PURI,"2nd Floor, Samanta Chandrashekhar Nagar, VIP Road, Near PKDA",19.806316,85.832855,,752001
Punjab,ABOHAR,ABOHAR,"1st Floor, SCO-2, Abha City Square, Near Bus Stand, In Front of BSNL Office, Abohar, Distt. Fazilka, Abohar, Punjab 152116",30.1445365,74.2015345,152116,
Punjab,KHARAR,KHARAR,"1ST FLOOR SCO-BO 023/397, SEC-125 CHANDIGARH-KHARAR ROAD, ,KHARAR, DISTRICT MOHALI, PUNJAB -140301",30.7484534,76.64255098,140301,
PUNJAB,Mohali,MOHALI,"SCO -1, 2nd Floor, Sabji Mandi, Phase -11,Sector -65,Mohali -160055,Punjab",30.677042,76.748886,160055,
PUNJAB,Rupnagar,RUPNAGAR,"1st Floor, SCO No. 39, BSA Nagar, Bella Road, Rupnagar – 140001 – Punjab",30.962359,76.51981,140001,
Punjab,ZIRAKPUR,ZIRAKPUR,"SHOP/OFFICE NO.24, 3RD FLOOR, MOHALI CITY SQUARE, PATIALA ROAD, ZIRAKPUR, DISTRICT. MOHALI, PUNJAB- 140603",30.63989241,76.80379627,140603,
RAJASTHAN,Abu-road,ABU ROAD,"1st Floor, Choudhary Complex, Near Chamtkari Hanuman Temple, Mount Road, Manpur, Abu Road-307026 (Raj)",24.49607,72.789098,307026,
Rajasthan,Ajeetgarh,AJEETGARH,"1st Floor, Shri Sai Naryan Complex, Shahpura Rd, opp. Triveni Marraige Garden, Ajeetgarh, Rajasthan 332701",27.411531,75.789957,332701,
Rajasthan,Ajmer,AJMER,"Hariom Complex, Plot No. 1, 1st Floor, Makarwali Rd, above Canara Bank, Ajmer, Rajasthan 305001",26.4989644,74.628186,305001,
RAJASTHAN,Alwar,ALWAR,"1ST FLOOR, ABOVE BANK OF BARODA, PLOT NO.6, LAJPAT NAGAR, SCHEME NO.2, ALWAR-301001, RAJASTHAN INDIA",27.569267,76.614199,301001,
RAJASTHAN,Anoopgarh,ANOOPGARH,"Plot No.67, 1st Floor, Near SBI Bank, Railway Station Road, Anupgarh - Rajasthan -335701",29.1955343,73.2062239,335701,
Rajasthan,Asind,ASIND,"Shop No.1, Albhashar Complex, Bhim Road, Chungi Naka, Asind, Dist-Bhilwara-311301 Rajasthan",25.7418435,74.3271066,311301,
Rajasthan,Bagru,BAGRU,"1st Floor, Balaji Plaza, Baba Market, Bagru, Dist.- Jaipur-303007 Rajasthan",26.821159,75.54296,303007,
RAJASTHAN,Balotra,BALOTRA,"1st floor, Shiv complex, khed road, Balotra - 344022, Rajasthan",25.834183,72.230585,344022,
RAJASTHAN,Banswara,BANSWARA,"1st Floor, R S Square, Shop No 115, Opp. Mahi Colony, Near Housing Board Circle,Udaipur Road, Banswara- 327001 (Rajasthan)",23.556816,74.436929,327001,
Rajasthan,Banswara,BANSWARA DUNGARPUR ROAD,"Prince Galaxy Tower, Plot No. 15A & 15B, 1st Floor, Dungarpur Road, Banswara, Rajasthan - 327001",23.5460188,74.4383279,327001,
RAJASTHAN,Baran,BARAN,"2nd Floor, Satya Place Building, Kota Road, Baran 325205, Rajasthan",25.098772,76.504705,325205,
Rajasthan,Barmer,BARMER,"1ST FLOOR, VANKAL TOWER, RAI COLONY ROAD, BARMER, RAJASTHAN-344001",25.751434,71.393935,344001,
Rajasthan,Jaipur,BASSI,"1st Floor. Prabhu Colony, Potlya Market, Bassi , Jaipur - 303301",26.838316,76.052314,303301,
RAJASTHAN,Beawar,BEAWAR,"2nd Floor, Shree Siddhi Vinayak Market ,Opp. City cinema Station Road Beawar 305901",26.10426,74.313434,305901,
RAJASTHAN,Begun,BEGUN,"Ward No.1, Chittor Road, Near HDB Financial , Begun,  Chittorgarh-Rajasthan 312023.",24.99533,75.013575,312023,
Rajasthan,Bhadra,BHADRA,"1st floor dariya singh plaza,opp BJP office Sahwa Rd, Bhadra, Rajasthan 335501",29.101939,75.164387,335501,
Rajasthan,Bharatpur,BHARATPUR,"1st Floor, Exhibition Road, Kumher Gate Circle, Above Bharat Bajaj, near Bank Of Baroda",27.218053,77.481837,,321001
RAJASTHAN,Bhilwara,BHILWARA,"Ground Floor, Commercial Plot No. 2751/1 & 2751/2, K K Tower, Revenue Village Bhilwara, Sancheti Colony, Near Mirchi Mandi, Bhilwara - 311001, Rajasthan.",25.345687,74.621092,311001,
Rajasthan,BHIM,BHIM,"IST FLOOR, DHANLAXMI TOWER, NEAR TRUCK CHAURAHA, BHIM, DISTRICT, RAJSAMAND, RAJASTHAN - 305921",25.737028,74.07753,305921,
RAJASTHAN,Bhinmal,BHINMAL,"Shop No- 31, Shree Sai Complex, Above Axis Bank, Station Road, Bhinmal, Bhinmal Dist- Jalore (Raj), Bhinmal, Rajasthan 343029",25.00385,72.278195,343029,
Rajasthan,Bhiwadi,BHIWADI,"D-203,1st Floor,Bhagat Singh Colony,Above Axis Bank,Alwar bhiwadi bypass,Bhiwadi,Dist-Alwar",28.205307,76.808629,,301019
RAJASTHAN,Bijaynagar,BIJAYNAGAR,"ASHIRWAD PLAZA, 1st  Floor,  Beawar Road, Near Pragya School,Bijaynagar,Dist- Ajmer ,Rajasthan- 305624",25.927476,74.635292,305624,
RAJASTHAN,Bikaner,BIKANER,"2nd Floor,Plot No.8, Gopali Sadan, Nr. Railway overbrigge, Rani Sati, Bazaar, Bikaner-334001",28.007302,73.322921,334001,
Rajasthan,Bikaner-sriganganagar-road,BIKANER SRIGANGANAGAR ROAD,"1ST FLOOR, CR TOWER,OPP.RCP COLONY, SRIGANGANAGAR ROAD,BIKANER- 334001",28.047083,73.328072,334001,
Rajasthan,BILARA,BILARA,"1ST FLOOR, PLOT NO.1, YADUVEER SINGH COMPLEX, POLIYAWAS, AJMER ROAD, NEAR HDFC BANK, BILARA, DISTRICT JODHPUR, RAJASTHAN -342602.",26.1782452,73.70746774,342602,
Rajasthan,Bundi,BUNDI,"1st Floor, Ambedkar Circle, Lanka Gate Road, Income Tax Office, Bundi, Rajasthan 323001",25.4343882,75.637387,323001,
Rajasthan,Chhabra,CHHABRA,"Ground Floor Opp. ADJ Court, Kumbraj Road, Chhabra, Rajasthan-303702",24.669715,76.83703,303702,
RAJASTHAN,Chhitorgarh,CHHITORGARH,"PLOT NO -3, KAILASH NAGAR, CHAMTI KHERA CHOWK, CHAMTI KHERA ROAD, CHITTORGARH-312001,RAJASTHAN",24.8820747,74.6309021,312001,
Rajasthan,Chirawa,CHIRAWA,"1st Floor, Above Axis Bank, Pilani Road, Chirawa,Jhunjhunu-Rajasthan,333026",28.247783,75.650212,333026,
RAJASTHAN,Chomu,CHOMU,"First Floor Opp. Indian patrol pump, Jaipur Road, Chomu, Jaipur, Rajasthan-303702",27.165053,75.71881,303702,
RAJASTHAN,Churu,CHURU,"First Floor, Above SBI Bank, Opp. Rishi School, Purani Sadak, Churu, Dist.- Churu, Rajasthan-331001",28.292483,74.955816,331001,
RAJASTHAN,Dausa,DAUSA,"Opp Tiwari Dharm Kanta ,Near Choudhary Petrol Pump,1st Floor, Above Tip top Furniture,Agra Road,Dausa-- 303303.",26.8360259,75.500574,303303,
RAJASTHAN,Deedwana,DEEDWANA,"Shop No.29 & 30, Ground Floor, Hospital Circle, Didwana, Nagaur, Rajasthan- 341303.",27.402163,74.564814,341303,
Rajasthan,DEGANA,DEGANA,"1ST FLOOR. KILAK PLAZA, BEHIND PANDIYA BHAWAN. NEAR MIDDLE GIRL’S SCHOOL, DEGANA, DISTRICT NAGAUR, RAJASTHAN-341503",26.89589826,74.32185613,341503,
Rajasthan,DEOLI,DEOLI,"Suwalka Complex, 1st Floor, Opp. Govt.College, Jaipur Road, Deoli-Rajasthan -Pin code - 304804",25.7599035,74.8250299,304804,
Rajasthan,Dudu,DUDU,"Ground Floor,Near Power House, N.H. 8, Dudu, Dist. Jaipur, Rajasthan-303008",26.682768,75.23742,303008,
Rajasthan,Dungargarh,DUNGARGARH,"1ST FLOOR, STATION ROAD, PANI KI TANKI KE PASS, DUNGARGARH,- 331803",28.088893,74.008275,331803,
Rajasthan,Dungarpur,DUNGARPUR,"1st Floor, Near Muthoot Finance, Main Sagvada Road, Shastri Marg Collage Road",23.8467,73.721094,,314001
Rajasthan,Fatehnagar,FATEHNAGAR,"Ground Floor, Plot No-L, Udaipur Road, Fatehnagar, Udaipur, Rajasthan-313205",24.8115125,74.087116,313205,
Rajasthan,Gangapur,GANGAPUR,"Plot No.3&4, Ground Floor, Ward No.6, Near Geeta Complex, Saharda Chouraha Road, Gangapur,311801 Rajasthan",25.207217,74.250229,311801,
RAJASTHAN,Hanumangarh,HANUMANGARH,"1st Floor,Baba shyam singh complex  , Opp narang hotel , Hanumangarh Junction,Hanumangarh ,Rajasthan - 335512",29.605935,74.291764,335512,
Rajasthan,ITAWA,ITAWA,"Ground Floor, Near Jain Oil Mill Opp Jodaliya Balaji Temple, Khatoli Road, Distt, Itawa, Rajasthan 325004",25.5475333,76.3196116,325004,
RAJASTHAN,Jaipur-mansarowar,JAIPUR,"101-105, 1st Floor, Southend Square, Mansarovar Industrial Area, Jaipur-302020",26.830414,75.775432,302020,
RAJASTHAN,Jaipur-ajmer-road,JAIPUR AJMER ROAD,"Diamond Tower, 1st Floor, Ajmer DCM Road, Jaipur, Rajasthan",26.898923,75.756767,,302021
Rajasthan,Jaipur-dher-ke-balaji,JAIPUR DHER KE BALAJI,"1st Floor, Plot No.53, Parsharam Nagar, Sikar Rd, Dher ka Balaji, Jaipur, Rajasthan 302039",26.95405,75.771229,302039,
Rajasthan,Jaipur-jagatpura,JAIPUR JAGATPURA,"Plot No.1, Meenakshi Tower, Vishnupuri, Jagatpura Road, Jaipur-302017, Rajasthan",26.847808,75.8269513,302017,
